gc,length,Masso_5FC.consensus_round2.Illumina.sort_cov,bestsumorder_phylum,bestsumorder_class,bestsumorder_order,bestsumorder_family,bestsumorder_genus,bestsumorder_species,id,masked_pct
0.5308,5121,0.7243,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20346,0.00
0.591,5068,1.1928,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ctg20276,0.00
0.5581,5053,3.7667,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20303,0.00
0.6006,5025,5.1005,Proteobacteria,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,ctg20208,0.00
0.5818,5010,19.8691,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,ctg19985,0.00
0.616,5008,18.975,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,ctg19910,0.00
0.5528,4993,6.3595,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20343,0.00
0.5402,4954,0.6264,Proteobacteria,Gammaproteobacteria,Enterobacterales,Podoviridae,Lederbergvirus,Salmonella virus P22,ctg20140,0.00
0.6095,4950,254.3758,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,split2_ctg7722,4.81
0.5683,4941,12.0595,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20206,0.00
0.4989,4933,5.9951,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,ctg20275,0.00
0.617,4929,109.1436,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Xylella fastidiosa,ctg19813,0.00
0.5991,4929,186.5046,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ctg20281,0.00
0.5703,4927,7.7579,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20223,0.00
0.5413,4918,12.3754,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,ctg20259,0.00
0.5736,4906,5.9191,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,ctg20296,0.00
0.5718,4886,2.6418,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg20302,0.00
0.5775,4864,5.9141,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19975,0.00
0.5379,4832,10.7529,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,Pectobacterium atrosepticum,ctg20294,0.00
0.5421,4722,4.6929,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split6_ctg18445,0.00
0.5684,4703,5.1101,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split14_ctg14387,0.00
0.5941,4609,5.0608,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split1_ctg19390,1.50
0.5769,4566,5.1881,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split0_ctg18649,0.00
0.6194,4527,299.0572,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg12092,2.03
0.6266,4298,321.7706,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg20505,2.05
0.5714,4071,20.5989,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg15014,0.00
0.6266,4028,306.9593,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Teredinibacter turnerae,split2_ctg9432,2.26
0.488,4025,4.9414,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ctg19058,0.00
0.5831,3864,24.6046,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split47_split0_ctg2,0.00
0.6137,3826,302.0839,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split11_ctg2751,1.83
0.6107,3820,287.8045,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,split10_ctg12092,0.00
0.4801,3764,3.7099,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,split3_ctg12948,0.00
0.4871,3683,2.0157,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,split1_ctg19216,0.79
0.489,3558,1.8286,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split0_ctg19612,0.00
0.508,3514,2.9212,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea stewartii,split2_ctg13322,1.74
0.5735,3383,4.3541,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_split3_ctg14772,0.00
0.5151,3345,15.6822,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split31_ctg15237,0.00
0.5021,3314,1.8953,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg15996,0.00
0.5464,3128,16.1512,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split4_ctg12522,0.00
0.6049,3118,270.9195,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,split8_ctg11830,0.00
0.537,2961,13.0267,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split2_ctg15149,0.00
0.5479,2955,11.845,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,split2_ctg10863,0.00
0.5874,2787,270.9806,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split5_ctg10798,0.00
0.5436,2544,85.5818,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split37_split0_ctg9,0.00
0.5706,2196,4.1239,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638,split8_ctg18715,0.00
0.5988,2171,336.7725,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split3_ctg13938,0.00
0.5903,2165,6.54,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_split0_ctg13531,0.00
0.5423,2152,3.4317,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split1_ctg18715,0.00
0.5713,1985,3.9809,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split0_ctg18445,2.17
0.5629,1860,7.9887,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_split0_ctg13531,0.00
0.5545,1816,1.1305,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split1_ctg10924,0.00
0.5533,1614,13.8606,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split3_ctg10709,0.00
0.5895,1218,8.7521,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split5_ctg17413,0.00
0.5817,1126,37.6332,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,split56_split0_ctg2,0.00
0.5671,968,2.3688,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. 638,split2_ctg18715,0.00
0.5762,873,354.6907,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split0_ctg18352,0.00
0.4782,849,4.6784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia pyrifoliae,split1_ctg19095,0.00
0.5533,835,31.1413,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,split45_split0_ctg2,0.00
0.56,834,4.1523,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg12948,0.00
0.5519,828,0.8539,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,split3_ctg12591,0.00
0.5156,768,3.1068,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia stuartii,split3_ctg14679,0.00
0.6653,714,178.4118,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,split10_ctg800,0.00
0.6023,689,9.1321,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split3_ctg6140,0.00
0.4395,653,1.5743,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split12_ctg8598,0.00
0.568,625,4.6624,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split12_ctg10880,0.00
0.4539,597,2.0385,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split11_ctg8598,0.00
0.6082,587,12.2198,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split2_ctg6140,0.00
0.6364,506,54.0375,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split30_split0_ctg2,0.00
0.6471,493,7.0548,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split3_ctg10880,0.00
0.5946,481,46.2952,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split34_split0_ctg2,0.00
0.5675,474,3.1519,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,split4_ctg19390,0.00
0.6089,427,53.7611,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,split29_split0_ctg2,0.00
0.5781,365,39.9425,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split11_split306_ctg2,0.00
0.6087,345,253.5623,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split2_ctg12429,0.00
0.5629,334,33.6766,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split35_split306_ctg2,0.00
0.6021,284,5.9437,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,split7_ctg11256,0.00
0.573,274,1.6314,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,split3_ctg18715,0.00
0.6029,272,33.6103,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split3_split38_split0_ctg2,0.00
0.5597,268,16.8881,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,split0_ctg2607,0.00
0.587,247,4.8502,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split7_ctg18715,0.00
0.6099,223,8.9686,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,split3_ctg11256,0.00
0.5907,215,7.8977,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split3_ctg6179,0.00
0.561,205,11.1317,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,split6_ctg11256,0.00
